move     -9.000    63.000
    -5.000    63.000
    -5.000    59.000
    -9.000    59.000
    -9.000    63.000
move     -4.000    58.000
    -2.000    58.000
    -2.000    54.000
    -4.000    54.000
    -4.000    58.000
move     -9.000    68.000
    -5.000    68.000
    -5.000    64.000
    -9.000    64.000
    -9.000    68.000
move     -9.000    53.000
    -5.000    53.000
    -5.000    51.000
    -9.000    51.000
    -9.000    53.000
move     -4.000    68.000
    -2.000    68.000
    -2.000    66.000
    -4.000    66.000
    -4.000    68.000
move     -9.000    50.000
    -5.000    50.000
    -5.000    46.000
    -9.000    46.000
    -9.000    50.000
move     -4.000    63.000
    -2.000    63.000
    -2.000    59.000
    -4.000    59.000
    -4.000    63.000
move     -4.000    50.000
    -2.000    50.000
    -2.000    46.000
    -4.000    46.000
    -4.000    50.000
move     -9.000    58.000
    -5.000    58.000
    -5.000    54.000
    -9.000    54.000
    -9.000    58.000
move     -4.000    53.000
    -2.000    53.000
    -2.000    51.000
    -4.000    51.000
    -4.000    53.000
