move     -1.000    -6.000
     1.000    -6.000
     1.000   -10.000
    -1.000   -10.000
    -1.000    -6.000
move     -8.000     6.000
    -6.000     6.000
    -6.000     2.000
    -8.000     2.000
    -8.000     6.000
move    -10.000     1.000
    -8.000     1.000
    -8.000    -3.000
   -10.000    -3.000
   -10.000     1.000
move      6.000     2.000
     8.000     2.000
     8.000     0.000
     6.000     0.000
     6.000     2.000
move      0.000     7.000
     2.000     7.000
     2.000     3.000
     0.000     3.000
     0.000     7.000
move     -3.000     8.000
    -1.000     8.000
    -1.000     6.000
    -3.000     6.000
    -3.000     8.000
move     -7.000    -1.000
    -5.000    -1.000
    -5.000    -3.000
    -7.000    -3.000
    -7.000    -1.000
move      4.000    -3.000
     6.000    -3.000
     6.000    -5.000
     4.000    -5.000
     4.000    -3.000
move     -9.000    -5.000
    -7.000    -5.000
    -7.000    -9.000
    -9.000    -9.000
    -9.000    -5.000
move     -9.000    12.000
    -5.000    12.000
    -5.000     8.000
    -9.000     8.000
    -9.000    12.000
